node_id,timestamp,ID,geometry,x,y
11882,2993.61259619,11882,POINT (150.7007446289 -33.7604942322),150.700744629,-33.7604942322
11873,2994.43948251,11873,POINT (150.7006835938 -33.7604179382),150.700683594,-33.7604179382
11911,3002.17591203,11911,POINT (150.7009887695 -33.7594833374),150.700988769,-33.7594833374
11944,3010.11828174,11944,POINT (150.7012939453 -33.7585220337),150.701293945,-33.7585220337
11962,3010.94698683,11962,POINT (150.7014007568 -33.7584838867),150.701400757,-33.7584838867
11953,3011.81093726,11953,POINT (150.7013549805 -33.758392334),150.701354981,-33.758392334
12008,3024.51285022,12008,POINT (150.7018432617 -33.756855011),150.701843262,-33.756855011
12021,3025.34949434,12021,POINT (150.7019348145 -33.7568130493),150.701934814,-33.7568130493
12016,3026.12704097,12016,POINT (150.7019042969 -33.7567367554),150.701904297,-33.7567367554
12050,3034.18420215,12050,POINT (150.7022247314 -33.7557640076),150.702224731,-33.7557640076
12090,3042.80082228,12090,POINT (150.702545166 -33.7547187805),150.702545166,-33.7547187805
12125,3052.9023125,12125,POINT (150.7029418945 -33.7534980774),150.702941894,-33.7534980774
11832,3071.09525955,11832,POINT (150.700302124 -33.7529258728),150.700302124,-33.7529258728
11849,3075.53429159,11849,POINT (150.7004699707 -33.7523880005),150.700469971,-33.7523880005
11895,3082.22482637,11895,POINT (150.7007904053 -33.7516517639),150.700790405,-33.7516517639
11889,3082.34345954,11889,POINT (150.7007751465 -33.7516593933),150.700775147,-33.7516593933
11864,3083.73755076,11864,POINT (150.7006225586 -33.7515830994),150.700622559,-33.7515830994
11309,3085.61171102,11309,POINT (150.6972045898 -33.7508010864),150.69720459,-33.7508010864
11094,3093.04005613,11094,POINT (150.6959075928 -33.7506752014),150.695907593,-33.7506752014
11094,3153.04005613,11094,POINT (150.6959075928 -33.7506752014),150.695907593,-33.7506752014
11094,3163.04005613,11094,POINT (150.6959075928 -33.7506752014),150.695907593,-33.7506752014
11094,3123.04005613,11094,POINT (150.6959075928 -33.7506752014),150.695907593,-33.7506752014
11046,3135.33563971,11046,POINT (150.6954650879 -33.7518501282),150.695465088,-33.7518501282
11011,3141.39428706,11011,POINT (150.6952362061 -33.7524261475),150.695236206,-33.7524261475
11005,3143.2184359,11005,POINT (150.6951751709 -33.7526016235),150.695175171,-33.7526016235
10973,3147.96125025,10973,POINT (150.6950073242 -33.7530555725),150.695007324,-33.7530555725
11423,3172.70343341,11423,POINT (150.6978759766 -33.7536888123),150.697875977,-33.7536888123
11265,3178.10969927,11265,POINT (150.6969146729 -33.7545814514),150.696914673,-33.7545814514
11236,3180.01660651,11236,POINT (150.6967315674 -33.7546958923),150.696731567,-33.7546958923
11237,3180.22582385,11237,POINT (150.6967468262 -33.7547187805),150.696746826,-33.7547187805
11222,3181.55152755,11222,POINT (150.6966552734 -33.7548179626),150.696655273,-33.7548179626
11110,3188.19621538,11110,POINT (150.6959991455 -33.755443573),150.695999145,-33.755443573
11004,3196.38045312,11004,POINT (150.6951751709 -33.7562026978),150.695175171,-33.7562026978
11003,3197.35856364,11003,POINT (150.6951751709 -33.7563095093),150.695175171,-33.7563095093
10985,3198.15673558,10985,POINT (150.6950683594 -33.7563171387),150.695068359,-33.7563171387
10909,3203.68848042,10909,POINT (150.6945037842 -33.7568244934),150.694503784,-33.7568244934
10736,3218.51346747,10736,POINT (150.6930084229 -33.7581977844),150.693008423,-33.7581977844
10395,3249.50017712,10395,POINT (150.6897888184 -33.7609939575),150.689788818,-33.7609939575
10369,3252.2008811,10369,POINT (150.6895599365 -33.7612724304),150.689559936,-33.7612724304
10368,3252.32273935,10368,POINT (150.6895599365 -33.7612876892),150.689559936,-33.7612876892
10366,3253.63988034,10366,POINT (150.6895294189 -33.7614364624),150.689529419,-33.7614364624
10354,3254.5948159,10354,POINT (150.6893920898 -33.7614555359),150.68939209,-33.7614555359
10342,3255.25539026,10342,POINT (150.6893157959 -33.7614059448),150.689315796,-33.7614059448
10105,3260.11894954,10105,POINT (150.686706543 -33.7610397339),150.686706543,-33.7610397339
10104,3260.91754058,10104,POINT (150.6866912842 -33.761138916),150.686691284,-33.761138916
10103,3261.03939882,10103,POINT (150.6866912842 -33.7611541748),150.686691284,-33.7611541748
10102,3261.43543811,10102,POINT (150.6866912842 -33.7612037659),150.686691284,-33.7612037659
10102,3321.43543811,10102,POINT (150.6866912842 -33.7612037659),150.686691284,-33.7612037659
10103,3321.8314774,10103,POINT (150.6866912842 -33.7611541748),150.686691284,-33.7611541748
10104,3321.95333564,10104,POINT (150.6866912842 -33.761138916),150.686691284,-33.761138916
10105,3322.75192669,10105,POINT (150.686706543 -33.7610397339),150.686706543,-33.7610397339
10079,3324.73081857,10079,POINT (150.686416626 -33.7610015869),150.686416626,-33.7610015869
10068,3325.58874612,10068,POINT (150.6862945557 -33.7610015869),150.686294556,-33.7610015869
10022,3329.38603368,10022,POINT (150.6857299805 -33.7609405518),150.685729981,-33.7609405518
9870,3338.27335564,9870,POINT (150.6844177246 -33.7607498169),150.684417725,-33.7607498169
9842,3339.60906988,9842,POINT (150.6842193604 -33.7607269287),150.68421936,-33.7607269287
9831,3340.63097154,9831,POINT (150.6840667725 -33.7607154846),150.684066772,-33.7607154846
9835,3341.38598067,9835,POINT (150.6841125488 -33.7606086731),150.684112549,-33.7606086731
9916,3350.78909835,9916,POINT (150.6848144531 -33.7593231201),150.684814453,-33.7593231201
9937,3352.63034796,9937,POINT (150.6849517822 -33.7590713501),150.684951782,-33.7590713501
9938,3353.26728745,9938,POINT (150.6849975586 -33.7589836121),150.684997559,-33.7589836121
9944,3353.790325,9944,POINT (150.685043335 -33.7589149475),150.685043335,-33.7589149475
9965,3355.95637786,9965,POINT (150.6852111816 -33.7586212158),150.685211182,-33.7586212158
10047,3367.80277471,10047,POINT (150.6860809326 -33.7569961548),150.686080933,-33.7569961548
10049,3368.41086361,10049,POINT (150.6861114502 -33.7569084167),150.68611145,-33.7569084167
10170,3400.82859425,10170,POINT (150.6873321533 -33.7521858215),150.687332153,-33.7521858215
10177,3406.53860046,10177,POINT (150.6874237061 -33.7513313293),150.687423706,-33.7513313293
10184,3410.3992722,10184,POINT (150.6874694824 -33.7507553101),150.687469482,-33.7507553101
10164,3412.35752264,10164,POINT (150.687286377 -33.7505073547),150.687286377,-33.7505073547
10002,3423.17827342,10002,POINT (150.6855926514 -33.7497062683),150.685592651,-33.7497062683
9930,3427.70428064,9930,POINT (150.6849212646 -33.7493247986),150.684921265,-33.7493247986
9907,3429.23823252,9907,POINT (150.6847229004 -33.7491645813),150.6847229,-33.7491645813
9861,3432.76318815,9861,POINT (150.6843719482 -33.7487258911),150.684371948,-33.7487258911
9852,3433.86687436,9852,POINT (150.6842956543 -33.748752594),150.684295654,-33.748752594
9852,3485.58796117,9852,POINT (150.6842956543 -33.748752594),150.684295654,-33.748752594
9861,3486.69164737,9861,POINT (150.6843719482 -33.7487258911),150.684371948,-33.7487258911
9907,3490.21660301,9907,POINT (150.6847229004 -33.7491645813),150.6847229,-33.7491645813
9930,3491.75055489,9930,POINT (150.6849212646 -33.7493247986),150.684921265,-33.7493247986
10002,3496.27656211,10002,POINT (150.6855926514 -33.7497062683),150.685592651,-33.7497062683
10165,3508.90545489,10165,POINT (150.687286377 -33.7504081726),150.687286377,-33.7504081726
10196,3511.51541046,10196,POINT (150.6876220703 -33.7505760193),150.68762207,-33.7505760193
10210,3512.58311849,10210,POINT (150.6877593994 -33.7506446838),150.687759399,-33.7506446838
10206,3513.28357593,10206,POINT (150.6877288818 -33.7507286072),150.687728882,-33.7507286072
10205,3514.03909606,10205,POINT (150.6876983643 -33.7508392334),150.687698364,-33.7508392334
10205,3574.03909606,10205,POINT (150.6876983643 -33.7508392334),150.687698364,-33.7508392334
10200,3575.73561445,10200,POINT (150.6876373291 -33.7510871887),150.687637329,-33.7510871887
10186,3582.69281025,10186,POINT (150.6874847412 -33.7521247864),150.687484741,-33.7521247864
10195,3584.36198804,10195,POINT (150.6876068115 -33.7521476746),150.687606811,-33.7521476746
10222,3587.64006154,10222,POINT (150.6878509521 -33.7521705627),150.687850952,-33.7521705627
10244,3590.4604577,10244,POINT (150.6880493164 -33.7522315979),150.688049316,-33.7522315979
10452,3627.95162135,10452,POINT (150.6905059814 -33.7533378601),150.690505981,-33.7533378601
10497,3649.20025177,10497,POINT (150.6909790039 -33.7520675659),150.690979004,-33.7520675659
10500,3650.37011614,10500,POINT (150.6910095215 -33.7519989014),150.691009522,-33.7519989014
10617,3657.82557064,10617,POINT (150.6920776367 -33.7522735596),150.692077637,-33.7522735596
10653,3660.83404299,10653,POINT (150.6924133301 -33.7523803711),150.69241333,-33.7523803711
10709,3664.19272192,10709,POINT (150.6928100586 -33.7523460388),150.692810059,-33.7523460388
10850,3674.45279472,10850,POINT (150.6939849854 -33.752040863),150.693984985,-33.752040863
10974,3683.35221522,10974,POINT (150.6950073242 -33.7517852783),150.695007324,-33.7517852783
11046,3687.2527982,11046,POINT (150.6954650879 -33.7518501282),150.695465088,-33.7518501282
11094,3699.54838178,11094,POINT (150.6959075928 -33.7506752014),150.695907593,-33.7506752014
11094,3759.54838178,11094,POINT (150.6959075928 -33.7506752014),150.695907593,-33.7506752014
11094,3769.54838178,11094,POINT (150.6959075928 -33.7506752014),150.695907593,-33.7506752014
11094,3729.54838178,11094,POINT (150.6959075928 -33.7506752014),150.695907593,-33.7506752014
11100,3730.28301697,11100,POINT (150.6959228516 -33.7506027222),150.695922852,-33.7506027222
11309,3737.66978149,11309,POINT (150.6972045898 -33.7508010864),150.69720459,-33.7508010864
11864,3757.43095569,11864,POINT (150.7006225586 -33.7515830994),150.700622559,-33.7515830994
11889,3758.82504691,11889,POINT (150.7007751465 -33.7516593933),150.700775147,-33.7516593933
11895,3758.94368008,11895,POINT (150.7007904053 -33.7516517639),150.700790405,-33.7516517639
11849,3765.63421486,11849,POINT (150.7004699707 -33.7523880005),150.700469971,-33.7523880005
11832,3770.07324691,11832,POINT (150.700302124 -33.7529258728),150.700302124,-33.7529258728
12125,3788.26619395,12125,POINT (150.7029418945 -33.7534980774),150.702941894,-33.7534980774
12090,3798.36768417,12090,POINT (150.702545166 -33.7547187805),150.702545166,-33.7547187805
12050,3806.9843043,12050,POINT (150.7022247314 -33.7557640076),150.702224731,-33.7557640076
11829,3833.78681339,11829,POINT (150.7002868652 -33.7553215027),150.700286865,-33.7553215027
11829,3893.78681562,11829,POINT (150.7002868652 -33.7553215027),150.700286865,-33.7553215027
11867,3902.27984726,11867,POINT (150.7006530762 -33.7543029785),150.700653076,-33.7543029785
11758,3912.39676153,11758,POINT (150.6999206543 -33.7541389465),150.699920654,-33.7541389465
11795,3916.98334881,11795,POINT (150.700088501 -33.7535820007),150.700088501,-33.7535820007
11832,3922.41454571,11832,POINT (150.700302124 -33.7529258728),150.700302124,-33.7529258728
11849,3926.85357775,11849,POINT (150.7004699707 -33.7523880005),150.700469971,-33.7523880005
11895,3933.54411253,11895,POINT (150.7007904053 -33.7516517639),150.700790405,-33.7516517639
11889,3933.6627457,11889,POINT (150.7007751465 -33.7516593933),150.700775147,-33.7516593933
11864,3935.05683693,11864,POINT (150.7006225586 -33.7515830994),150.700622559,-33.7515830994
11864,3995.05683693,11864,POINT (150.7006225586 -33.7515830994),150.700622559,-33.7515830994
11309,4014.81801112,11309,POINT (150.6972045898 -33.7508010864),150.69720459,-33.7508010864
11094,4022.24635622,11094,POINT (150.6959075928 -33.7506752014),150.695907593,-33.7506752014
